category_1,category_2,category_3,title,product_rating,selling_price,mrp,seller_name,seller_rating,description,highlights,image_links
Men's wear,Accessories,Frames ,DJIN Full Rim Square Anti Glare Frame For Men  (55 mm),4.1,₹449,"₹1,999",DJIN,3.7,,,https://rukminim1.flixcart.com/image/612/612/kjswia80/safety-goggle/n/x/s/free-size-1-unisex-square-full-rim-double-bridge-zero-power-original-imafz9ukfsunsehz.jpeg?q=70
Men's wear,Accessories,Frames ,Lenskart Blu Full Rim Round Anti Glare & Blue Cut Computer Glass For Men  (53 mm),3.8,₹636,"₹3,500",Dealskart online services private limited,4.6,,,https://rukminim1.flixcart.com/image/612/612/xif0q/frame/z/v/m/53-na-150159-lenskart-blu-original-imaggmzbws6cccse.jpeg?q=70
Men's wear,Accessories,Frames ,BRANDWISH Rimless (+2.50) Rectangle Reading Glass For Men  (50 mm),3.6,₹424,₹999,BILLIONBRAND,4.9,,,https://rukminim1.flixcart.com/image/612/612/k1qr5ow0/frame/j/h/b/50-blck-1-50-brandwish-original-imafh8vqxd39xs9b.jpeg?q=70
Men's wear,Accessories,Frames ,Admyra Full Rim Rectangle Frame For Men  (55 mm),3.4,"₹1,486","₹2,499",CFSVision,3.4,,,https://rukminim1.flixcart.com/image/612/612/xif0q/frame/s/u/3/55-na-am034c155-admyra-original-imaggx4kbxqqgvy9.jpeg?q=70
Men's wear,Accessories,Frames ,Irayz Full Rim Rectangle Frame For Men  (48 mm),3.6,₹299,₹999,AMPMShop,4.7,,,https://rukminim1.flixcart.com/image/612/612/jza5uvk0/frame/s/g/r/52-j-f-66-johaena-original-imaff9ckxxuchp8k.jpeg?q=70
Men's wear,Accessories,Frames ,Lenskart Blu Full Rim Rectangle Anti Glare & Blue Cut Computer Glass For Men  (52 mm),3.9,₹679,"₹3,500",Dealskart online services private limited,4.6,,,https://rukminim1.flixcart.com/image/612/612/xif0q/frame/d/w/q/na-150067-lenskart-blu-original-imaggmysrywgnn8g.jpeg?q=70
Men's wear,Accessories,Frames ,DJIN Full Rim Square Anti Glare Computer Glass For Men  (55 mm),4.1,₹399,₹999,DJIN,3.7,,,https://rukminim1.flixcart.com/image/612/612/xif0q/frame/1/u/f/55-na-rec-01-djin-original-imagg7zeydqh87hc.jpeg?q=70
Men's wear,Accessories,Frames ,Admyra Full Rim Square Frame For Men  (55 mm),3.4,"₹1,486","₹2,499",CFSVision,3.4,,,https://rukminim1.flixcart.com/image/612/612/xif0q/frame/d/j/t/55-na-am038c155-admyra-original-imaggx4k5xkx3h6z.jpeg?q=70
Men's wear,Accessories,Jewellery ,Ruhi Collection Gold-plated Plated Brass Chain,4.1,₹198,₹999,Heer Collection,4.3,,,https://rukminim1.flixcart.com/image/612/612/k6zda4w0/necklace-chain/p/h/a/rudraksh-gold-plated-rudraksha-trishul-damru-inspired-mala-original-imafpbq4vkrtj4nh.jpeg?q=70
Men's wear,Accessories,Jewellery ,GIVA Sterling Silver Wide Band Ring for mens Sterling Silver Rhodium Plated Ring,4.4,"₹2,279","₹4,198",GIVA Jewellery,4.4,,,https://rukminim1.flixcart.com/image/612/612/l15bxjk0/ring/t/a/1/adjustable-1-r0397-ring-giva-original-imagcrxry4hrbgb2.jpeg?q=70
Men's wear,Accessories,Jewellery ,BRANDSOON Brass Gold-plated Jewel Set  (Gold),3.9,₹144,"₹1,449",JATINSALES007,4.3,,,https://rukminim1.flixcart.com/image/612/612/xif0q/jewellery-set/f/o/w/na-na-holo-combo-brandsoon-original-imaghjn6gsjvyydw.jpeg?q=70
Men's wear,Accessories,Jewellery ,"Karishma Kreations Adjustable Couple Rings Combo Lovers American diamond Valentine Brass, Stainless Steel, Copper, Brass, Steel Cubic Zirconia Rhodium, Silver, Titanium Plated Ring Set",4.2,₹203,"₹1,000",KARISHMAKREATIONS,4.4,,,https://rukminim1.flixcart.com/image/612/612/l4yi7bk0/shopsy-ring/n/x/4/adjustable-2-shopsy-cfr-214-ring-karishma-kreations-original-imag6yqjathfbrra.jpeg?q=70
Men's wear,Accessories,Jewellery ,Sukkhi Sukkhi Traditional Gold Plated Rope Chain for Men Gold-plated Plated Alloy Chain,3.9,₹168,"₹1,164",SukkhiFashionJewellery,4.1,,,https://rukminim1.flixcart.com/image/612/612/xif0q/necklace-chain/f/8/r/1-skr68959-chain-sukkhi-original-imagj53f54b85yhy.jpeg?q=70
Men's wear,Accessories,Jewellery ,Devora Endless Love Heart shape Valentine Gifts Couple Ring for Girls and Boys Valentine Day Propose ring for lovers Stainless Steel Zircon Sterling Silver Plated Ring Set,4.1,₹229,"₹1,499",Devora,4.8,,,https://rukminim1.flixcart.com/image/612/612/xif0q/shopsy-ring/s/z/s/adjustable-2-srn-018-ring-set-devora-original-imagg32389dwbaff.jpeg?q=70
Men's wear,Accessories,Jewellery ,Third Eye Shiv trishul rduraksha mala original panchmukhi rudraksha With Mahakal Kada Brass Chain,4.3,₹181,₹899,TirupatiBalajiStore,4.1,,,https://rukminim1.flixcart.com/image/612/612/xif0q/necklace-chain/z/e/z/2-2344444-chain-third-eye-original-imaggupaaqshb3uj.jpeg?q=70
Men's wear,Accessories,Jewellery ,GIVA Sterling Silver Mesh Gleaming Men's adjustable ring for men with 925 stamped Sterling Silver Zircon Rhodium Plated Ring,4.4,"₹1,999","₹3,398",GIVA Jewellery,4.4,,,https://rukminim1.flixcart.com/image/612/612/kz8qsnk0/ring/3/6/j/adjustable-1-r0169-ring-giva-original-imagbahxeqn2jzjz.jpeg?q=70
Men's wear,Accessories,Jewellery ,Dwarka Designs Original 5 Mukhi Rudraksha Certified Natural 8mm Beads Japa Mala 108 Beads Wood Chain Beads Wood Chain,4.1,₹167,₹540,NewComfortZone,3.7,,,https://rukminim1.flixcart.com/image/612/612/knexksw0/necklace-chain/e/q/f/original-5-mukhi-rudraksha-certified-natural-8mm-beads-japa-mala-original-imag23pgxngmhmh8.jpeg?q=70
Men's wear,Accessories,Jewellery ,"M Men Style Alloy, Stainless Steel Sterling Silver Bracelet",4.1,₹175,₹799,SUJAL,4.7,,,https://rukminim1.flixcart.com/image/612/612/kxuqdu80/bangle-bracelet-armlet/e/i/8/free-0-na-1-new-super-design-fancy-adjustable-muslim-arabic-original-imaga7vdayhuzd9n.jpeg?q=70
Men's wear,Accessories,Jewellery ,"NIMZ Mens Fashion Jewellery Valentine Stylish Fancy Party Wear Titanium Long Necklace Handmade Silver Gold chains latest design Casual Style Daily use Simple Jewellery Valentine Stylish Fancy Party Wear Titanium Long Necklace Handmade Golden Neckless chain latest design Casual Style Daily use Simple chains for men boys style Cubic Zirconia Silver, Platinum Plated Brass, Stainless Steel Chain",4.2,₹205,"₹1,200",KARISHMAKREATIONS,4.4,,,https://rukminim1.flixcart.com/image/612/612/kikluvk0-0/necklace-chain/s/a/n/cn-n116-chain-nimz-original-imafybyfy4gta2hy.jpeg?q=70
Men's wear,Accessories,Jewellery ,GIVA Sterling Silver Golden Rose Star Ring for Mens Sterling Silver Zircon Gold Plated Ring,4.4,"₹3,609","₹5,998",GIVA Jewellery,4.4,,,https://rukminim1.flixcart.com/image/612/612/l48s9zk0/ring/i/d/s/adjustable-1-sterling-silver-golden-rose-star-ring-for-mens-ring-original-imagf6s3ajvepqf7.jpeg?q=70
Men's wear,Accessories,Jewellery ,Ruhi Collection Fancy Classic Chain Unisex (1 Pcs) Alloy Chain,4.2,₹177,"₹1,499",Heer Collection,4.3,,,https://rukminim1.flixcart.com/image/612/612/kpydrbk0/necklace-chain/8/q/t/8013-chain-chain-ruhi-collection-original-imag42xtzycpagx7.jpeg?q=70
Men's wear,Accessories,Jewellery ,BRANDSOON BRANDSOON Gold-plated Plated Alloy Chain Gold-plated Plated Alloy Chain,3.9,₹129,₹999,JATINSALES007,4.3,,,https://rukminim1.flixcart.com/image/612/612/kevpwnk0/necklace-chain/r/m/g/lavch2-chain-lav-enterprise-original-imafvg4hdehnjaf9.jpeg?q=70
Men's wear,Accessories,Jewellery ,Fashion Frill Bar Pendant Silver Chain For Boys Black Silver Locket Chain For Men Pack of 2 Silver Plated Stainless Steel Chain,4.0,₹243,₹999,FASHIONFRILL,4.7,,,https://rukminim1.flixcart.com/image/612/612/xif0q/necklace-chain/m/o/h/1-ffch139-ffch140-chain-fashion-frill-original-imaghweqtbwg4sxz.jpeg?q=70
Men's wear,Accessories,Jewellery ,GIVA Sterling Silver Golden Hexagon Ring for Men Sterling Silver Rhodium Plated Ring,4.4,"₹2,469","₹4,598",GIVA Jewellery,4.4,,,https://rukminim1.flixcart.com/image/612/612/l1ch4sw0/ring/i/b/q/adjustable-1-r0364-ring-giva-original-imagcxzbddbzfjzg.jpeg?q=70
Men's wear,Accessories,Jewellery ,AanyaCentric Thick and Heavy 25grams 28 inches Long Everyday Wear Gold-plated Plated Brass Chain,4.1,₹187,₹899,AanyaCentric,4.8,,,https://rukminim1.flixcart.com/image/612/612/kqe3low0/necklace-chain/e/q/j/acic0044a-chain-aanyacentric-original-imag4ezguhgghdn9.jpeg?q=70
Men's wear,Accessories,Jewellery ,"brado jewellery 1 Gram plated Pendant For Boys and Girls Gold-plated Plated Brass, Alloy Chain",4.1,₹199,"₹1,499",bradojewellery,4.3,,,https://rukminim1.flixcart.com/image/612/612/l3xcr680/necklace-chain/w/y/m/1-brandi-gota-1-surya-chain-brado-jewellery-original-imagexrfxssfhq4w.jpeg?q=70
Men's wear,Accessories,Jewellery ,Heer Collection Valentine Lover Couple Love Heart 2 Piece Joining Couple Pandent Necklace Chain Crystal Copper Chain Set,4.0,₹192,₹999,Rushabh Store,4.7,,,https://rukminim1.flixcart.com/image/612/612/kx25ksw0/pendant-locket/e/o/n/na-na-pendant-602-black-silver-broken-heart-locket-i-love-you-original-imag9hq78juqttxh.jpeg?q=70
Men's wear,Accessories,Jewellery ,shahinpearlmart Metal Bracelet,3.9,₹399,"₹1,249",NuvioPhamacy,4.7,,,https://rukminim1.flixcart.com/image/612/612/k63xle80/bangle-bracelet-armlet/y/u/b/free-size-1-shah-bpbraclet-shahinpearlmart-original-imafzmhhxcfdvkns.jpeg?q=70
Men's wear,Accessories,Jewellery ,MYKI Beautiful Hollow Heart Zircon Silver Adjustable Ring For Women & Girls Sterling Silver Swarovski Zirconia 24K White Gold Plated Ring,4.3,₹301,"₹1,799",MYKI,4.7,,,https://rukminim1.flixcart.com/image/612/612/xif0q/ring/s/o/f/adjustable-1-mkr173-ring-myki-original-imaggz7q2gqxnxxs.jpeg?q=70
Men's wear,Accessories,Jewellery ,"Karishma Kreations Mens Women girls boys Valentine Multi Hoop Bali earrings combo stylish design Steel, Stainless Steel, Copper, Brass Stud Earring, Hoop Earring, Earring Set, Huggie Earring, Plug Earring, Cuff Earring",4.0,₹240,"₹1,500",KARISHMAKREATIONS,4.4,,,https://rukminim1.flixcart.com/image/612/612/kn0n6a80/earring/h/y/v/mens-earrings-combo-k140-karishma-kreations-original-imagfsjrwa8gq2et.jpeg?q=70
Men's wear,Accessories,Jewellery ,King of World Fashion 1 Gram Gold plated Chain For Boys and Man Gold-plated Plated Brass Chain,4.0,₹129,₹499,RUDRAENTERPRISE0007,4.2,,,https://rukminim1.flixcart.com/image/612/612/l1qrjbk0/necklace-chain/j/w/4/1-milan-chain-2022-chain-king-of-world-fashion-original-imagd8g5eydfq5gh.jpeg?q=70
Men's wear,Accessories,Jewellery ,vien VIEN CREATION STAINLESS STEEL UNISEX STYLE BLUE/SILVER CHAINS STANDARD TRENDING CHAINS HIGH QUALITY PREMIUM CHOICE CHAIN SUITABLE FOR ALL OCCASIONS Silver Plated Stainless Steel Chain,4.2,₹240,₹899,VIEN,4.8,,,https://rukminim1.flixcart.com/image/612/612/kp5sya80/necklace-chain/y/f/l/blu-sil-rice-necklace-chains-1ps-chain-vien-original-imag3ggs4wt6sq29.jpeg?q=70
Men's wear,Accessories,Jewellery ,"Alvira Adjustable Couple Rings Combo Lovers American diamond Valentine Stainless Steel, Brass, Stone, Metal, Copper Cubic Zirconia, Crystal, Diamond Silver, Rhodium Plated Ring",4.4,₹206,"₹1,499",Alviraa,4.7,,,https://rukminim1.flixcart.com/image/612/612/xif0q/ring/n/l/3/free-size-2-alr33-ring-alvira-original-imaghdwy9wnsquyr.jpeg?q=70
Men's wear,Accessories,Jewellery ,"Lila Valentine Special Gifts His and Hers Lover Couple Love Heart 2 Piece Joining Couple Pendants Necklace Chain Pair Love Heart Cubic Zirconia CZ I Love You Puzzle Matching Couple Pendant Necklace for Men Women Girls Boys Friendship Relationship Promise Love Fashion Jewelry, Crystal Copper",3.8,₹160,"₹1,499",Rushabh Store,4.7,,,https://rukminim1.flixcart.com/image/612/612/kwmfqfk0/pendant-locket/e/u/p/na-na-pendant-602-black-silver-broken-heart-locket-model-03-lila-original-imag99hgxxyx8vgx.jpeg?q=70
Men's wear,Accessories,Jewellery ,"brado jewellery Combo Of 21 Gram Gold plated Chain For Boys and Man Gold-plated, Silver Plated Alloy, Stainless Steel Chain",4.0,₹199,"₹1,299",bradojewellery,4.3,,,https://rukminim1.flixcart.com/image/612/612/l0lbrm80/necklace-chain/a/k/h/2-s1-g14-combo-009-chain-brado-jewellery-original-imagcckfxdmkh54w.jpeg?q=70
Men's wear,Accessories,Jewellery ,Devora Adjustable Couple Rings for lovers valentine gift set Stainless Steel Ring Set,4.2,₹203,₹999,Devora,4.8,,,https://rukminim1.flixcart.com/image/612/612/kzx1a4w0/ring/a/k/r/adjustable-2-dr-048-ring-set-devora-original-imagbtmmu6y2hhdt.jpeg?q=70
Men's wear,Accessories,Jewellery ,Devora Charming & Beautiful Her King and His Queen lovers valentine couple Adjustable Diamond crown ring Stainless Steel Zircon Sterling Silver Plated Ring Set,4.3,₹203,"₹1,199",Devora,4.8,,,https://rukminim1.flixcart.com/image/612/612/xif0q/ring/s/e/w/adjustable-2-dr-035-ring-set-devora-original-imaghgw3rgkqqnrh.jpeg?q=70
Men's wear,Accessories,Jewellery ,"Heer Collection Jewellery Valentine Special Gifts His and Hers Lover Couple Love Heart 2 Piece Joining Couple Pendants Necklace Chain Pair Love Heart Cubic Zirconia CZ I Love You Puzzle Matching Couple Pendant Necklace for Men Women Girls Boys Friendship Relationship Promise Love Fashion Jewelry, Crystal Copper Pendant Set",3.8,₹168,"₹1,499",Rushabh Store,4.7,,,https://rukminim1.flixcart.com/image/612/612/kx25ksw0/pendant-locket/e/o/n/na-na-pendant-602-black-silver-broken-heart-locket-i-love-you-original-imag9hq78juqttxh.jpeg?q=70
Men's wear,Accessories,Jewellery ,AanyaCentric Smooth Finish 28 inches Long 17 grams Necklace Neck Chain Gold-plated Plated Brass Chain,4.0,₹196,₹849,AanyaCentric,4.8,,,https://rukminim1.flixcart.com/image/612/612/k5fn3ww0/necklace-chain/u/h/f/acic0119-a-chain-set-aanyacentric-original-imafbhgapsxatkuy.jpeg?q=70
Men's wear,Accessories,Jewellery ,Devora Adjustable Butterfly Couple Ring for Lovers valentines Gift Alloy Sterling Silver Plated Ring Set,3.8,₹183,₹999,Devora,4.8,,,https://rukminim1.flixcart.com/image/612/612/l47cu4w0/ring/e/f/y/adjustable-2-dr-165-ring-set-devora-original-imagf5nkcruxcj9q.jpeg?q=70
Men's wear,Accessories,Jewellery ,"shivay Mens Earring & Women Earring Fashion Multi jewellery Valentine Platinum Black Blue Golden Silver Surgical Plug Hoop Ear piercing Studs stainless Steel Jewelry Stylish Fancy Party wear casual High Gold Polish Daily use simple Magnet non Pierced Round pressing Dumbell Multicolor press Mahadev Mahakal Shiv OM God jejus Cross Earrings Combo Set pack pierced Multicolour shape Bali Ear rings Stud Tops Mens Earing for Men Boy Boyfriend Women Boys Girls Gents unisex male girls women design Jewellery Multi Hoops earrings Salman Khan Style daily Use Mens Earrings Cubic Zirconia Stainless Steel, Brass, Copper, White Metal, Alloy Hoop Earring, Stud Earring, Magnetic Earring, Tunnel Earring, Tassel Earring, Huggie Earring, Clip-on Earring, Magnetic Earring, Cuff Earring, Plug Earring",4.1,₹311,"₹1,699",KARISHMAKREATIONS,4.4,,,https://rukminim1.flixcart.com/image/612/612/kq18n0w0/earring/g/i/j/mens-earrings-combo-k571-karishma-kreations-original-imag44mgdauvc8jg.jpeg?q=70
Men's wear,Accessories,Jewellery ,Third Eye shiv samadhi rudraksha mala with Mahakal gold plated kada Gold-plated Plated Brass Chain,4.9,₹187,₹899,TirupatiBalajiStore,4.1,,,https://rukminim1.flixcart.com/image/612/612/xif0q/necklace-chain/n/f/d/2-2580-chain-third-eye-original-imaghff3b7tpggrz.jpeg?q=70
Men's wear,Accessories,Jewellery ,Devora Valentine Gifts Heart Couple Ring for Girls and Boys Valentine Day Propose ring for lovers Stainless Steel Zircon Sterling Silver Plated Ring Set,4.2,₹194,"₹1,499",Devora,4.8,,,https://rukminim1.flixcart.com/image/612/612/l4pxk7k0/ring/a/k/x/adjustable-2-dr-005-ring-set-devora-original-imagfkaa4gsfzy7e.jpeg?q=70
Men's wear,Accessories,Jewellery ,COMING SOON Gold-plated Plated Brass Chain,4.0,₹169,"₹1,299",THE JEWELLERY PLACE,4.1,,,https://rukminim1.flixcart.com/image/612/612/l4ln8nk0/necklace-chain/c/q/m/2-holo-combo-chain-coming-soon-original-imagfgpsgja9bk3u.jpeg?q=70
Men's wear,Accessories,Jewellery ,Heer Collection Stainless Steel Crystal Silver Bracelet Set,4.3,₹373,"₹1,999",Rushabh Store,4.7,,,https://rukminim1.flixcart.com/image/612/612/kws5hu80/bangle-bracelet-armlet/a/v/g/2-6-2-4-na-1-heart-lock-and-key-bracelet-chain-pendant-set-for-original-imag9dywbwqtpp5c.jpeg?q=70
Men's wear,Accessories,Jewellery ,"Sukkhi Alloy Rhodium, Gold-plated Bracelet",4.0,₹156,"₹1,297",SukkhiFashionJewellery,4.1,,,https://rukminim1.flixcart.com/image/612/612/kc9eufk0pkrrdj/bangle-bracelet-armlet/z/q/5/free-26022bcchv700-sukkhi-original-imaftjkzqv4krhrs.jpeg?q=70
Men's wear,Accessories,Jewellery ,"King of World Fashion Combo Of 2 One Gram Gold plated Chain For Boys and Man Gold-plated, Silver Plated Alloy, Stainless Steel Chain",3.9,₹162,₹999,RUDRAENTERPRISE0007,4.2,,,https://rukminim1.flixcart.com/image/612/612/l0lbrm80/necklace-chain/a/k/h/2-s1-g14-combo-009-chain-brado-jewellery-original-imagcckfxdmkh54w.jpeg?q=70
Men's wear,Accessories,Jewellery ,Impression Leather Bracelet  (Pack of 4),4.0,₹231,₹999,IMPRESSION1991,4.7,,,https://rukminim1.flixcart.com/image/612/612/k0sgl8w0/bangle-bracelet-armlet/8/6/e/2-4-4-imp-eye-15-impression-original-imafkg7cc8ppbg2h.jpeg?q=70
Men's wear,Personal Care Appliances,Trimmers ,"NOVA NHT 1073-00 USB Trimmer 60 min  Runtime 5 Length Settings  (Black, Blue)",4.2,₹679,₹999,Amazestore,4.9,"Now achieve a neat and trim look at home with this nova trimmer. While its 0.5 mm precision blades give you the ideal look, its ergonomic design and 60 mins run time helps you hold it comfortably while trimming uninteruptly . Also, The 5 precision length settings gives an added advantage to choose the length of your desired choice.","Blade Material: Stainless Steel Trimming Range: 0.5 - 12 mm 60 min battery run time 5 length settings Gender: Men For Beard & Moustache, Body Grooming, Hair Clipping",https://rukminim1.flixcart.com/image/612/612/kolsscw0/trimmer/p/s/p/0-5-12-mm-stainless-steel-nht-1073-00-usb-cordless-nova-original-imag3ysyn3unmpsz.jpeg?q=70
Men's wear,Personal Care Appliances,Trimmers ,Basics IND V-228 trimmer Professional Hair Trimmer Clipper for men Trimmer 180 min  Runtime 4 Length Settings  (Gold),3.8,₹549,₹999,IndianUrbane,3.8,"The hair trimmer is completely handy to carry and can be charged anywhere with the USB cable. Comes with built in rechargeable battery, a full charging time 2 hours to offer around 180 minutes of running time. By use of the 3 cutting guides provided, you can adjust the length of the trim up to maximum of 3mm (with the guide comb inserted). The length of the cut is shown on the guide comb. This product is cord & cordless you can use this product while charging.","Blade Material: Stainless Steel Trimming Range: 0.5 - 3 mm 180 min battery run time 4 length settings Gender: Men For Beard & Moustache, Hair Clipping",https://rukminim1.flixcart.com/image/612/612/xif0q/trimmer/0/y/p/0-5-3-mm-v-228-trimmer-professional-hair-trimmer-clipper-for-men-original-imagkzj9ms6u9tnc.jpeg?q=70
Men's wear,Personal Care Appliances,Trimmers ,PHILIPS BT1232/15 Trimmer 30 mins  Runtime 3 Length Settings  (Blue),4.2,₹895,₹995,MYTHANGLORYRetail,4.9,Philips BT1232 comes in new model number i.e BT1230 in red or may be different in color. Only Color is changeable which is non returnable. Both products are of same features and specification. Philips Authenticity – Both Model Number either you received is the latest model. This is Philips guaranteed to get best model to Customer. Replacement won’t accept until product machine not working.,Blade Material: Stainless Steel Trimming Range: 0.5 - 7 mm 30 mins battery run time 3 length settings Gender: Men For Beard & Moustache,https://rukminim1.flixcart.com/image/612/612/kuof5ow0/trimmer/m/q/v/0-5-7-mm-bt1232-15-stainless-steel-cordless-philips-original-imag7r4rh8ewvfnr.jpeg?q=70
Men's wear,Personal Care Appliances,Trimmers ,"PHILIPS BT3101/15 Trimmer 45 min  Runtime 10 Length Settings  (Black, White)",4.2,"₹1,199","₹1,495",MYTHANGLORYRetail,4.9,,Blade Material: Stainless Steel Trimming Range: 0.5 - 10 mm 45 min battery run time 10 length settings Gender: Men For Beard & Moustache,https://rukminim1.flixcart.com/image/612/612/kuof5ow0/trimmer/7/z/f/0-5-10-mm-bt3101-15-stainless-steel-cordless-philips-original-imag7r4r7ztgnuyk.jpeg?q=70
Men's wear,Personal Care Appliances,Trimmers ,NOVA NHT 1039/05 USB Trimmer 45 min  Runtime 5 Length Settings  (Blue),4.1,₹449,₹799,Amazestore,4.9,,"Blade Material: Stainless Steel Trimming Range: 0.5 - 12 mm 45 min battery run time 5 length settings Gender: Men For Beard & Moustache, Body Grooming, Hair Clipping",https://rukminim1.flixcart.com/image/612/612/xif0q/trimmer/8/e/k/-original-imaghr3pajtxhvkk.jpeg?q=70
Men's wear,Personal Care Appliances,Trimmers ,VEGA SmartOne Series S1 VHTH-30 Fully Waterproof Trimmer 120 min  Runtime 40 Length Settings  (Black),4.3,₹999,"₹1,799",MYTHANGLORYRetail,4.9,"Make your way to a smarter world of beard trimming and grooming with VEGA SmartOne Series S1 Beard Trimmer. Featuring Smart Memory Function that memorizes your last used speed setting, the trimmer comes with 3 unique speed settings- eco (Light Blue), pro (Green) and max (Dark Blue), speed can be seamlessly toggled by pressing the on/off button in quick succession. 2 Comb Attachments and 40 Length Settings (0.5mm - 20mm). The key highlight remains its Skin-Friendly Titanium Blade, 5 minutes Quick Charge and 10 minutes runtime feature and 90 minutes charging time with 120 minutes runtime that lets you effortlessly style your beard even in the rush. Additional features like Travel Lock, IPX 7 Waterproof, Digital Display, Ergonomic Design and Cord and Cordless Use make it a total must-have. Now Groom It Yourself and bring the combined joy of quick and smart beard styling of your choice with your partner in style by your side!",Blade Material: Titanium Coated Trimming Range: 0.5 - 20 mm 120 min battery run time 40 length settings Gender: Men For Beard & Moustache Smart Memory function 3 Speed Modes 5 Mins Quick Charge IPX 7 Waterproof,https://rukminim1.flixcart.com/image/612/612/xif0q/trimmer/u/a/f/-original-imagg38u44wynfty.jpeg?q=70
Men's wear,Personal Care Appliances,Trimmers ,NOVA NHT 1053 USB Trimmer 160 min  Runtime 40 Length Settings  (Multicolor),4.1,₹749,"₹2,195",Amazestore,4.9,"Now achieve a neat and trim look at home with this nova trimmer. While its 0.5 mm precision blades give you the ideal look, its ergonomic design and 160 mins run time helps you hold it comfortably while trimming uninteruptly . Also, it comes with Dual Cut blades and One pass even trim Technology which cuts the hair 35 % faster than any other trimmer. The 40 precision length settings gives an added advantage to choose the length of your desired choice.","Blade Material: Stainless Steel Trimming Range: 0.5 - 20 mm 160 min battery run time 40 length settings Gender: Men For Body Grooming, Beard & Moustache, Hair Clipping",https://rukminim1.flixcart.com/image/612/612/koenl3k0/trimmer/e/j/k/0-5-20-mm-stainless-steel-nht-1053-usb-corded-cordless-nova-original-imag2v6ne4uvssh6.jpeg?q=70
Men's wear,Personal Care Appliances,Trimmers ,VEVO H T C AT -528 Trimmer for Men shaving trimmer Beard Cutting Machine Barber Trimmer 45 min  Runtime 4 Length Settings  (Blue),4.0,₹379,"₹1,499",S K DEAL,4.5,"Now achieve a neat and trim look at home with this trimmer. While its 0.5 mm precision blades give you the ideal look, its ergonomic design and 60 mins run time helps you hold it comfortably while trimming uninteruptly . Also, The 5 precision length settings gives an added advantage to choose the length of your desired choice.","Blade Material: Stainless Steel Trimming Range: 0.25 - 4 mm 45 min battery run time 4 length settings Gender: Men & Women For Hair Clipping, Beard & Moustache, Hair Clipping, Nose, Ear & Eyebrow, Bikini Area",https://rukminim1.flixcart.com/image/612/612/xif0q/trimmer/5/q/p/0-5-8-mm-at-528-professional-beard-trimmer-for-men-stainless-original-imagh3q7ghzhaqys.jpeg?q=70
Men's wear,Personal Care Appliances,Trimmers ,"VEGA SmartOne Series S2, VHTH-31 Fully Waterproof Trimmer 160 min  Runtime 40 Length Settings  (Blue)",4.3,₹899,"₹1,599",MYTHANGLORYRetail,4.9,"Make your way to a smarter world of beard trimming and grooming with VEGA SmartOne Series S2 Beard Trimmer. Featuring Smart Memory Function that memorizes your last used setting, the trimmer comes with 3 unique speed settings- eco (Light Blue), pro (Green) and max (Dark Blue). speed can be seamlessly toggled by pressing the on/off button in quick succession. 2 Comb Attachments and 40 Length Settings (0.5mm - 20mm). The key highlight remains its Skin-Friendly Titanium Blade, 5 minutes Quick Charge and 10 minutes runtime feature and 90 minutes charging time with 160 minutes runtime that lets you effortlessly style your beard even in the rush. Additional features like Travel Lock, IPX 7 Waterproof, Indicator lights, Ergonomic Design, Cord and Cordless Use make it a total must-have. Now Groom It Yourself and bring the combined joy of quick and smart beard styling of your choice with your partner in style by your side!",Blade Material: Titanium Coated Trimming Range: 0.5 - 20 mm 160 min battery run time 40 length settings Gender: Men For Beard & Moustache Smart Memory function 3 Speed Modes 5 Mins Quick Charge IPX 7 Waterproof,https://rukminim1.flixcart.com/image/612/612/xif0q/trimmer/i/g/j/-original-imagg39dz7qpheyk.jpeg?q=70
Men's wear,Personal Care Appliances,Trimmers ,PHILIPS BT3231/15 Trimmer 60 min  Runtime 20 Length Settings  (Green),4.4,"₹1,436","₹1,995",MYTHANGLORYRetail,4.9,,Blade Material: Stainless Steel Trimming Range: 0.5 - 10 mm 60 min battery run time 20 length settings Gender: Men For Beard & Moustache,https://rukminim1.flixcart.com/image/612/612/kyrlifk0/trimmer/b/n/4/-original-imagaxgncgcxndjj.jpeg?q=70
Men's wear,Personal Care Appliances,Trimmers ,NOVA NHT 1039 USB Trimmer 45 min  Runtime 5 Length Settings  (Black),4.0,₹449,₹799,Amazestore,4.9,"Now you can achieve a neat and trim look at home with this nova trimmer. While its 0.5 mm precision blades give you the ideal look, its ergonomic design and 45 mins run time helps you hold it comfortably while trimming uninteruptly . The 5 precision length settings allows you to trim and moreover gives an added advantage to choose the length of your desired choice.","Blade Material: Stainless Steel Trimming Range: 0.5 - 12 mm 45 min battery run time 5 length settings Gender: Men For Beard & Moustache, Body Grooming, Hair Clipping",https://rukminim1.flixcart.com/image/612/612/kzegk280/trimmer/l/q/j/0-5-12-mm-nht-1039-usb-stainless-steel-cordless-nova-original-imagbf7jwr54j4gg.jpeg?q=70
